1.0;4.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36824.html;1
1.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36823.html;2
1.0;3.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36822.html;3
1.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;5.0;https://www.metallica.com/events/event-36821.html;4
1.0;2.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36820.html;5
1.0;2.0;2.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36819.html;6
1.0;3.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36818.html;7
1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;https://www.metallica.com/events/2018-11-03-san-francisco-awmh-benefit.html;8
1.0;2.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36817.html;9
1.0;2.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36816.html;10
1.0;2.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;4.0;https://www.metallica.com/events/event-39651.html;11
1.0;3.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36815.html;12
1.0;3.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36814.html;13
1.0;2.0;2.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36813.html;14
1.0;3.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36812.html;15
0.0;2.0;1.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-39357.html;16
0.0;3.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-39356.html;17
0.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;https://www.metallica.com/events/2018-09-26-san-francisco.html;18
1.0;2.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36811.html;19
1.0;3.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36810.html;20
1.0;3.0;1.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;https://www.metallica.com/events/event-36809.html;21
1.0;3.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36808.html;22
1.0;3.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;4.0;https://www.metallica.com/events/event-36807.html;23
0.0;2.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;5.0;https://www.metallica.com/events/event-36806.html;24
0.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;6.0;https://www.metallica.com/events/event-36805.html;25
1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30843.html;26
0.0;2.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30842.html;27
1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30841.html;28
1.0;2.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30840.html;29
1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30839.html;30
0.0;2.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30838.html;31
1.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30837.html;32
0.0;1.0;2.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30836.html;33
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.metallica.com/events/event-36616.html;34
1.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30835.html;35
1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30834.html;36
1.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30833.html;37
1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;https://www.metallica.com/events/event-30832.html;38
