1,29,S
1,50,S
1,53,S
1,59,S
1,67,S
1,94,S
1,115,S
1,132,S
1,135,S
1,172,S
2,29,S
2,53,S
2,94,S
2,115,S
2,135,S
2,138,S
2,162,S
2,172,S
2,177,S
3,29,S
3,50,S
3,53,S
3,59,S
3,69,S
3,94,S
3,111,S
3,115,S
3,135,S
3,172,S
4,29,S
4,35,S
4,53,S
4,87,S
4,94,S
4,104,S
4,115,S
4,135,S
4,162,S
5,29,S
5,53,S
5,59,S
5,94,S
5,115,S
5,135,S
5,154,S
5,172,S
5,177,S
6,29,S
6,53,S
6,54,S
6,59,S
6,94,S
6,97,S
6,115,S
6,135,S
6,162,S
6,172,S
7,29,S
7,50,S
7,53,S
7,59,S
7,62,S
7,67,S
7,94,S
7,115,S
7,135,S
7,162,S
8,6,S
8,16,S
8,41,S
8,47,S
8,54,S
8,112,S
8,123,S
8,161,S
8,162,S
8,167,S
8,174,S
9,29,S
9,53,S
9,59,S
9,67,S
9,94,S
9,115,S
9,135,S
9,172,S
9,176,S
10,29,S
10,53,S
10,54,S
10,87,S
10,94,S
10,115,S
10,135,S
10,162,S
10,176,S
11,29,S
11,35,S
11,53,S
11,59,S
11,62,S
11,94,S
11,115,S
11,122,S
11,135,S
11,172,S
12,29,S
12,50,S
12,53,S
12,94,S
12,104,S
12,115,S
12,135,S
12,154,S
12,162,S
12,176,S
13,29,S
13,50,S
13,53,S
13,59,S
13,67,S
13,69,S
13,94,S
13,115,S
13,135,S
14,29,S
14,53,S
14,94,S
14,97,S
14,115,S
14,135,S
14,162,S
14,172,S
14,176,S
14,177,S
15,29,S
15,50,S
15,53,S
15,59,S
15,62,S
15,94,S
15,104,S
15,115,S
15,135,S
15,162,S
16,29,S
16,53,S
16,94,S
16,97,S
16,115,S
16,135,S
16,162,S
16,176,S
17,29,S
17,50,S
17,53,S
17,59,S
17,94,S
17,115,S
17,135,S
17,172,S
18,29,S
18,50,S
18,53,S
18,94,S
18,115,S
18,135,S
18,162,S
19,29,S
19,53,S
19,62,S
19,67,S
19,94,S
19,97,S
19,115,S
19,135,S
19,162,S
19,172,S
20,29,S
20,50,S
20,53,S
20,54,S
20,59,S
20,94,S
20,115,S
20,135,S
20,176,S
21,29,S
21,50,S
21,53,S
21,59,S
21,94,S
21,115,S
21,135,S
21,162,S
21,176,S
21,177,S
22,29,S
22,53,S
22,94,S
22,104,S
22,115,S
22,132,S
22,135,S
22,162,S
22,172,S
23,29,S
23,50,S
23,53,S
23,59,S
23,67,S
23,94,S
23,97,S
23,115,S
23,135,S
23,162,S
23,163,S
23,164,S
24,19,S
24,29,S
24,53,S
24,62,S
24,94,S
24,97,S
24,110,S
24,115,S
24,135,S
25,32,S
25,50,S
25,53,S
25,59,S
25,86,S
25,94,S
25,115,S
25,135,S
26,29,S
26,53,S
26,54,S
26,86,S
26,94,S
26,115,S
26,135,S
26,172,S
27,39,S
27,50,S
27,53,S
27,62,S
27,94,S
27,97,S
27,115,S
27,135,S
28,19,S
28,53,S
28,59,S
28,67,S
28,94,S
28,115,S
28,135,S
28,172,S
29,29,S
29,53,S
29,54,S
29,94,S
29,115,S
29,135,S
29,144,S
29,162,S
30,29,S
30,53,S
30,86,S
30,94,S
30,104,S
30,115,S
30,135,S
30,172,S
31,19,S
31,50,S
31,53,S
31,94,S
31,97,S
31,115,S
31,135,S
31,138,S
32,29,S
32,39,S
32,50,S
32,53,S
32,94,S
32,104,S
32,115,S
32,135,S
33,53,S
33,59,S
33,69,S
33,94,S
33,115,S
33,135,S
33,169,S
33,172,S
35,53,S
35,54,S
35,59,S
35,86,S
35,94,S
35,115,S
35,135,S
35,172,S
36,7,S
36,53,S
36,67,S
36,94,S
36,97,S
36,115,S
36,135,S
36,162,S
37,29,S
37,50,S
37,53,S
37,65,S
37,94,S
37,104,S
37,115,S
37,135,S
38,19,S
38,53,S
38,59,S
38,67,S
38,94,S
38,115,S
38,135,S
38,172,S
39,7,S
39,53,S
39,59,S
39,87,S
39,94,S
39,115,S
39,135,S
39,172,S
40,19,S
40,50,S
40,53,S
40,94,S
40,97,S
40,115,S
40,135,S
40,154,S
41,39,S
41,53,S
41,54,S
41,59,S
41,94,S
41,115,S
41,135,S
41,162,S
42,29,S
42,53,S
42,69,S
42,86,S
42,94,S
42,115,S
42,135,S
42,172,S
43,53,S
43,62,S
43,86,S
43,94,S
43,97,S
43,115,S
43,135,S
43,172,S
44,35,S
44,53,S
44,59,S
44,94,S
44,115,S
44,135,S
44,178,S
45,29,S
45,50,S
45,53,S
45,65,S
45,94,S
45,115,S
45,135,S
45,138,S
46,17,S
46,53,S
46,87,S
46,94,S
46,97,S
46,115,S
46,135,S
46,172,S
47,19,S
47,53,S
47,94,S
47,97,S
47,115,S
47,135,S
47,154,S
47,172,S
48,29,S
48,50,S
48,53,S
48,62,S
48,86,S
48,94,S
48,115,S
48,135,S
49,39,S
49,53,S
49,59,S
49,87,S
49,94,S
49,115,S
49,135,S
49,172,S
50,7,S
50,29,S
50,53,S
50,62,S
50,94,S
50,115,S
50,135,S
50,172,S
51,47,S
51,50,S
51,53,S
51,94,S
51,97,S
51,112,S
51,115,S
51,135,S
51,162,S
51,176,S
52,53,S
52,59,S
52,65,S
52,94,S
52,115,S
52,135,S
52,138,S
52,172,S
53,29,S
53,50,S
53,53,S
53,94,S
53,115,S
53,135,S
53,154,S
53,178,S
54,7,S
54,53,S
54,59,S
54,94,S
54,115,S
54,135,S
54,138,S
54,172,S
55,29,S
55,35,S
55,53,S
55,94,S
55,115,S
55,135,S
55,144,S
56,17,S
56,53,S
56,62,S
56,94,S
56,97,S
56,115,S
56,135,S
56,172,S
57,29,S
57,50,S
57,53,S
57,86,S
57,87,S
57,94,S
57,115,S
57,135,S
58,39,S
58,53,S
58,59,S
58,94,S
58,115,S
58,135,S
58,154,S
58,172,S
59,50,S
59,53,S
59,59,S
59,87,S
59,94,S
59,115,S
59,135,S
59,178,S
60,29,S
60,35,S
60,53,S
60,94,S
60,115,S
60,135,S
60,144,S
60,154,S
61,39,S
61,53,S
61,94,S
61,97,S
61,115,S
61,135,S
61,172,S
62,50,S
62,53,S
62,59,S
62,65,S
62,94,S
62,115,S
62,135,S
62,154,S
63,29,S
63,35,S
63,53,S
63,86,S
63,87,S
63,94,S
63,115,S
63,135,S
64,17,S
64,50,S
64,53,S
64,59,S
64,87,S
64,94,S
64,115,S
64,135,S
65,7,S
65,35,S
65,53,S
65,94,S
65,97,S
65,115,S
65,135,S
65,154,S
66,19,S
66,35,S
66,53,S
66,59,S
66,94,S
66,115,S
66,135,S
66,154,S
67,50,S
67,53,S
67,67,S
67,94,S
67,97,S
67,115,S
67,135,S
67,162,S
67,176,S
68,50,S
68,53,S
68,94,S
68,97,S
68,115,S
68,135,S
68,162,S
68,176,S
68,177,S
69,50,S
69,53,S
69,59,S
69,62,S
69,94,S
69,104,S
69,115,S
69,135,S
69,162,S
69,172,S
70,50,S
70,53,S
70,94,S
70,97,S
70,115,S
70,135,S
70,162,S
70,176,S
70,177,S
72,29,S
72,50,S
72,53,S
72,94,S
72,115,S
72,135,S
72,162,S
72,176,S
72,177,S
73,50,S
73,53,S
73,67,S
73,94,S
73,97,S
73,115,S
73,135,S
73,162,S
73,176,S
74,50,S
74,53,S
74,59,S
74,94,S
74,104,S
74,115,S
74,135,S
74,162,S
74,176,S
75,50,S
75,53,S
75,94,S
75,97,S
75,104,S
75,115,S
75,135,S
75,162,S
75,176,S
76,50,S
76,53,S
76,59,S
76,67,S
76,94,S
76,115,S
76,135,S
76,162,S
76,176,S
77,50,S
77,53,S
77,59,S
77,62,S
77,94,S
77,115,S
77,135,S
77,162,S
77,172,S
77,177,S
78,50,S
78,53,S
78,59,S
78,94,S
78,104,S
78,115,S
78,135,S
78,162,S
78,176,S
79,29,S
79,50,S
79,53,S
79,94,S
79,115,S
79,135,S
79,162,S
79,176,S
80,29,S
80,50,S
80,53,S
80,94,S
80,115,S
80,135,S
80,162,S
80,176,S
80,177,S
81,50,S
81,53,S
81,59,S
81,67,S
81,94,S
81,115,S
81,135,S
81,162,S
81,176,S
82,50,S
82,53,S
82,54,S
82,59,S
82,94,S
82,115,S
82,135,S
82,162,S
82,176,S
83,50,S
83,53,S
83,94,S
83,97,S
83,104,S
83,115,S
83,135,S
83,162,S
83,176,S
84,50,S
84,53,S
84,54,S
84,59,S
84,94,S
84,115,S
84,135,S
84,162,S
84,176,S
85,29,S
85,50,S
85,53,S
85,67,S
85,94,S
85,115,S
85,135,S
85,162,S
85,176,S
86,50,S
86,53,S
86,59,S
86,94,S
86,115,S
86,135,S
86,162,S
86,176,S
86,177,S
87,29,S
87,50,S
87,53,S
87,94,S
87,104,S
87,115,S
87,135,S
87,162,S
87,176,S
88,50,S
88,53,S
88,59,S
88,94,S
88,115,S
88,135,S
88,162,S
88,176,S
88,177,S
89,29,S
89,50,S
89,53,S
89,62,S
89,94,S
89,115,S
89,135,S
89,162,S
89,172,S
89,177,S
90,50,S
90,53,S
90,59,S
90,94,S
90,104,S
90,115,S
90,135,S
90,162,S
90,176,S
91,50,S
91,53,S
91,54,S
91,62,S
91,94,S
91,115,S
91,132,S
91,135,S
91,162,S
91,172,S
93,50,S
93,53,S
93,59,S
93,94,S
93,115,S
93,135,S
93,162,S
93,176,S
93,177,S
94,29,S
94,50,S
94,53,S
94,94,S
94,104,S
94,115,S
94,135,S
94,162,S
94,176,S
95,50,S
95,53,S
95,59,S
95,67,S
95,94,S
95,115,S
95,135,S
95,162,S
95,176,S
96,50,S
96,53,S
96,59,S
96,62,S
96,94,S
96,104,S
96,115,S
96,135,S
96,176,S
97,50,S
97,53,S
97,62,S
97,67,S
97,94,S
97,97,S
97,115,S
97,135,S
97,176,S
98,50,S
98,53,S
98,62,S
98,94,S
98,97,S
98,115,S
98,135,S
98,162,S
98,177,S
99,29,S
99,35,S
99,50,S
99,53,S
99,94,S
99,115,S
99,132,S
99,176,S
99,177,S
100,50,S
100,53,S
100,59,S
100,62,S
100,94,S
100,111,S
100,115,S
100,135,S
100,162,S
101,50,S
101,53,S
101,54,S
101,62,S
101,94,S
101,97,S
101,115,S
101,135,S
101,172,S
102,29,S
102,47,S
102,53,S
102,62,S
102,94,S
102,115,S
102,172,S
104,22,S
104,29,S
104,50,S
104,53,S
104,94,S
104,97,S
104,115,S
104,172,S
105,29,S
105,50,S
105,53,S
105,94,S
105,115,S
105,117,S
105,172,S
105,176,S
107,50,S
107,53,S
107,59,S
107,62,S
107,94,S
107,115,S
107,162,S
108,50,S
108,53,S
108,59,S
108,94,S
108,115,S
108,135,S
108,162,S
108,176,S
109,29,S
109,50,S
109,53,S
109,94,S
109,115,S
109,135,S
109,162,S
109,176,S
110,29,S
110,35,S
110,53,S
110,62,S
110,67,S
110,85,S
110,97,S
110,135,S
110,162,S
110,176,S
111,19,S
111,35,S
111,53,S
111,54,S
111,62,S
111,85,S
111,97,S
111,135,S
111,162,S
111,176,S
111,177,S
112,50,S
112,53,S
112,54,S
112,62,S
112,94,S
112,115,S
112,135,S
112,162,S
112,176,S
113,15,S
113,19,S
113,29,S
113,47,S
113,50,S
113,53,S
113,62,S
113,94,S
113,115,S
113,135,S
114,19,S
114,29,S
114,47,S
114,50,S
114,53,S
114,62,S
114,94,S
114,99,S
114,115,S
114,135,S
115,29,S
115,47,S
115,53,S
115,94,S
115,115,S
116,13,S
116,19,S
116,29,S
116,47,S
116,50,S
116,53,S
116,62,S
116,94,S
116,115,S
116,135,S
117,13,S
117,19,S
117,47,S
117,50,S
117,53,S
117,54,S
117,62,S
117,94,S
117,115,S
117,135,S
118,47,S
118,62,S
119,29,S
119,47,S
119,53,S
119,94,S
119,115,S
120,47,S
120,53,S
120,94,S
120,115,S
121,29,S
121,50,S
121,53,S
121,59,S
121,67,S
121,94,S
121,97,S
121,115,S
121,117,S
121,135,S
121,162,S
122,29,S
122,50,S
122,53,S
122,67,S
122,94,S
122,97,S
122,115,S
122,132,S
122,135,S
122,162,S
122,176,S
123,13,S
123,50,S
123,53,S
123,62,S
123,67,S
123,85,S
123,94,S
